id,name,email,phone,age,department,hire_date,salary
2271,Mike Brown,alice@email.com,+1-555-123-4567,35,Sales,2024-02-25,14559.210181939707
2272,Bob Wilson,bob@email.com,(555) 123-4567,28,Marketing,2020-06-20,60029.32493311654
2273,Mike Brown,bob@email.com,(555) 123-4567,25,HR,2024-10-20,59552.50406319955
2274,Alice Johnson,alice@email.c,5551234567,25,Finance,2022-03-14,82271.04453868202
2275,John Doe,alice@email.com,(555) 123-4567,38,Finance,2023-11-01,59419.562380501535
2276,Mike Brown,john@email.com,+1-555-123-4567,42,Marketing,2021-10-17,65695.58647885468
2277,Mike Brown,alice@email.com,555.123.4567,43,Finance,2020-11-11,61671.91214088221
2278,John Doe,john@email.com,155512,31,HR,2021-04-15,48518.74869488947
2279,Bob Wilson,john@email.com,5551234567,45,Finance,2024-06-20,95732.38404126647
2280,John Doe,john@email.com,555.123.4567,38,HR,2022-11-11,61675.312306025015
2281,Mike Brown,john@email.com,555.123.4567,35,Finance,2020-07-24,
2282,Bob Wilson,jane@email.com,+1-555-123-4567,1,Finance,2023-01-05,100070.48286569335
2283,Bob Wilson,bob@email.com,555.123.4567,26,HR,2023-05-22,
2284,John Doe,john@email.com,555.123.4567,19,Sales,2024-01-18,40408.313716947705
2285,Mike Brown,bob@email.com,(555) 123-4567,41,IT,2021-01-11,157770.52149947072
2286,Alice Johnson,john@email.m,555.123.4567,35,HR,2024-04-22,43526.40531443786
2287,Mike Brown,bob@email.com,5551234567,24,IT,2024-05-19,160391.0647542109
2288,Jane Smith,alice@email.com,555.123.4567,38,Finance,2021-11-21,68788.35996296645
2289,Alice Johnson,alice@email.com,(555) 123-4567,20,Sales,2024-02-13,26209.0400623655
2290,Bob Wilson,bob@email.com,155512,24,HR,2022-05-03,60018.07586435197
2291,Alice Johnson,john@email.com,+1 555 123 4567,27,Sales,2021-01-17,20186.100296627897
2292,Bob Wilson,jane@email.com,5551234567,40,HR,2020-05-30,52490.3996715276
2293,Bob Wilson,bob@email.com,5551234567,48,Marketing,2023-11-07,52558.0820834809
2294,Alice Johnson,mike@email.c,555.123.4567,29,HR,2052-01-23,
2295,Bob Wilson,jane@email.com,555.123.4567,48,IT,2052-03-20,182707.38888599077
2296,Bob Wilson,mike@email.com,+1 555 123 4567,35,Marketing,2020-11-30,77714.23097006806
2297,Jane Smith,bob@email.com,+1 555 123 4567,37,Finance,2020-10-13,63578.36052082242
2298,Mike Brown,john@email.com,+1-555-123-4567,34,HR,2052-11-06,46494.8447738969
2299,Mike Brown,mike@email.com,+1 555 123 4567,200,IT,2020-11-18,199065.3408443422
2300,Jane Smith,bob@email.com,155512,39,Finance,2021-03-01,86271.50646618227
2301,Alice Johnson,jane@email.com,55512345,42,IT,2021-10-26,180153.069550182
2302,John Doe,john@email.com,+1-555-123-4567,26,Finance,2022-03-11,103906.60538289777
2303,John Doe,mike@email.com,+1-555-123-4567,33,HR,2024-06-20,41074.106555404716
2304,John Doe,bob@email.com,555.123.4567,51,Sales,2021-02-10,28686.5434405289
2305,Jane Smith,john@email.com,55512,36,Finance,2020-12-13,82809.3135219636
2306,Jane Smith,john@email.coom,+1-555-123-4567,37,Sales,2022-03-31,40900.02395701621
2307,Bob Wilson,alice@email.com,+1-555-123-4567,46,Finance,2020-05-23,109432.30981610228
2308,John Doe,john@email.com,555.123.4567,29,Sales,2021-02-24,10018.728859835097
2309,Alice Johnson,bob@email.com,5551234567,34,HR,2023-11-13,77532.15676671237
2310,Alice Johnson,jane@email.com,5551234567,43,IT,2020-08-22,166690.3085146729
2311,John Doe,alice@email.com,5551234567,47,HR,2021-10-12,
2312,John Doe,bob@email.coom,5551234567,11,Finance,2022-02-18,40216.304505451604
2313,John Doe,bob@email.com,555.123.4567,27,Marketing,2020-10-03,74074.78291144868
2314,Jane Smith,bob@email.com,555123,25,IT,2021-02-05,143458.52787625825
2315,Jane Smith,mike@email.com,+1 555 123 4567,33,Sales,2021-10-15,18272.87713932703
2316,Jane Smith,mike@email.com,+1 555 123 4567,25,IT,2023-08-05,159471.11894220344
2317,Mike Brown,jane@email.coom,+1 555 123 4567,41,IT,2021-10-22,169661.23976015445
2318,Alice Johnson,bob@email.com,+1 555 123 4567,36,HR,2023-12-04,51434.607582491306
2319,Alice Johnson,mike@email.com,555.123.4567,43,Finance,2024-02-05,88804.09790029755
2320,Bob Wilson,mike@email.com,(555) 123-4567,44,HR,2052-01-03,59967.459975209196
2321,Jane Smith,mike@email.comm,555.123.4567,200,Finance,2022-11-24,64940.50268171866
2322,Mike Brown,jane@email.cam,(555) 123-4567,31,Marketing,2052-02-02,63160.34741796218
2323,Mike Brown,jane@email.com,555.123.4567,36,HR,2023-02-11,43236.51387282763
2324,Alice Johnson,bob@email.com,+1-555-123-4567,30,Marketing,2021-01-07,56713.635049497316
2325,Jane Smith,alice@email.com,(555) 123-4567,21,Finance,2022-06-05,108990.34505311209
2326,Bob Wilson,bob@email.com,+1 555 123 4567,44,IT,2023-02-22,152310.76912544493
2327,Jane Smith,mike@email.com,(555) 123-4567,34,Marketing,2023-03-17,57601.16239419307
2328,John Doe,mike@email.com,5551234567,19,Marketing,2020-11-14,84748.35390817397
2329,Jane Smith,john@email.com,(555) 123-4567,40,Finance,2024-09-25,78097.46194921812
2330,John Doe,bob@email.com,5551234567,32,Finance,2021-09-08,79033.27300730026
2331,John Doe,mike@email.cm,555123,14,HR,2020-04-27,53204.17778534756
2332,Bob Wilson,mike@email.com,+1-555-123-4567,21,HR,2052-08-19,40360.51757748277
2333,Alice Johnson,alice@email.com,(555) 123-4567,27,Finance,2024-03-14,66168.9559588466
2334,Jane Smith,john@email.com,+1-555-123-4567,37,Marketing,2020-08-30,59450.43948226862
2335,John Doe,bob@email.com,+1 555 123 4567,42,Sales,2022-06-26,32506.66032288441
2336,Jane Smith,jane@email.com,(555) 123-4567,5,HR,2021-06-27,55372.53249420164
2337,Alice Johnson,bob@email.coom,555.123.4567,41,Finance,2021-09-10,70546.30435224797
2338,Alice Johnson,bob@email.com,555.123.4567,34,Sales,2020-04-06,18397.878677178138
2339,Mike Brown,alice@email.com,555.123.4567,52,Sales,2052-10-09,29353.263112600645
2340,Alice Johnson,bob@email.com,5551234567,41,Sales,2022-09-17,-8618.265791731046
2341,Bob Wilson,alice@email.com,555.123.4567,37,Sales,2023-07-01,23626.979174573848
2342,John Doe,alice@email.com,+1 555 123 4567,40,IT,2023-10-31,172579.5281852765
2343,Mike Brown,mike@email.com,(555) 123-4567,31,HR,2023-04-25,42652.5302385174
2344,Bob Wilson,jane@email.com,(555) 123-4567,34,Sales,2023-07-23,27801.507649013227
2345,Jane Smith,alice@email.com,5551234567,14,Sales,2021-09-08,20180.010300572434
2346,John Doe,john@email.com,5551234567,31,Finance,2022-05-18,107160.45795971667
2347,Alice Johnson,john@email.com,5551234567,52,Finance,2022-03-15,72154.05873789453
2348,John Doe,jane@email.com,+1 555 123 4567,36,IT,2024-04-24,170908.9316350039
2349,Jane Smith,alice@email.com,(555) 123-4567,36,Sales,2020-04-28,2360.3248291698255
2350,Mike Brown,jane@email.com,+1-555-123-4567,44,IT,2022-08-14,165752.0001066089
2351,Mike Brown,mike@email.com,5551234567,120,Finance,2024-05-10,92229.44799294625
2352,Mike Brown,john@email.com,555.123.4567,27,HR,2024-12-10,45796.76266368715
2353,Alice Johnson,bob@email.com,155512,35,Marketing,2023-04-02,75076.35079573205
2354,Bob Wilson,john@email.com,15551,23,Marketing,2020-07-22,73281.75256509437
2355,Bob Wilson,alice@email.com,555123456,36,IT,2023-10-01,166438.22467922248
2356,John Doe,jane@email.coom,555.123.4567,26,Finance,2020-02-03,75931.00028254435
2357,Alice Johnson,john@email.cam,5551234567,44,Marketing,2021-06-01,37244.205141773695
2358,Mike Brown,bob@email.com,5551234567,29,Sales,2021-07-11,12216.510617725224
2359,Mike Brown,bob@email.com,555.123.4567,26,HR,2024-10-06,
2360,Jane Smith,jane@email.com,+1-555-123-4567,33,Finance,2024-07-12,75898.98995283665
2361,Jane Smith,jane@email.com,+1-555-123-4567,38,IT,2021-02-09,169518.82761990768
2362,Mike Brown,john@email.com,555.123.4567,-10,Finance,2020-12-20,73040.03503757031
2363,Mike Brown,alice@email.comm,+1-555-123-4567,29,HR,2023-01-11,38585.04869848239
2364,Alice Johnson,mike@email.com,+1 555 123 4567,36,Finance,2023-03-20,
2365,Bob Wilson,bob@email.comm,5551234567,48,IT,2020-04-23,152716.75640722984
2366,Jane Smith,jane@email.com,+1 555 123 4567,9,Sales,2024-05-18,16852.955252598378
2367,Bob Wilson,mike@email.com,+1 555 123 4567,41,Finance,2021-08-30,85465.38752439768
2368,Alice Johnson,mike@email.comm,15551,31,IT,2023-04-10,158217.514040475
2369,Mike Brown,mike@email.com,(555) 123-4567,30,Sales,2020-01-11,38844.361514831704
2370,Bob Wilson,alice@email.com,(555) 123-4567,28,Marketing,2024-05-22,
2371,Mike Brown,jane@email.com,15551,31,Finance,2020-11-12,67856.64398829476
2372,Mike Brown,bob@email.com,555123456,41,Sales,2052-12-16,10756.38887189616
2373,John Doe,jane@email.com,+1 555 123 4567,29,Marketing,2024-05-10,61053.48973914349
2374,Bob Wilson,john@email.com,155512,51,Finance,2021-11-21,97295.72529744374
2375,Bob Wilson,bob@email.com,(555) 123-4567,41,Finance,2020-03-03,87289.00465558289
2376,Mike Brown,jane@email.com,+1 555 123 4567,36,HR,2052-09-08,56007.937610939895
2377,Alice Johnson,bob@email.com,5551234567,33,Finance,2024-12-26,99729.88768957814
2378,John Doe,john@email.com,5551234567,46,Finance,2020-01-10,66416.6110122415
2379,Mike Brown,bob@email.cm,+1 555 123 4567,48,Sales,2021-05-13,26032.879738758653
2380,Jane Smith,mike@email.com,5551234567,23,IT,2022-09-10,165513.16400385863
2381,Jane Smith,alice@email.com,+1 555 123 4567,27,HR,2022-07-07,53440.763838546925
2382,John Doe,john@email.com,(555) 123-4567,41,Finance,2024-03-16,
2383,Alice Johnson,bob@email.com,+1 555 123 4567,44,Sales,2024-05-02,18179.528664567497
2384,Mike Brown,john@email.com,+1-555-123-4567,31,Sales,2020-06-04,11639.022000194667
2385,Bob Wilson,mike@email.com,(555) 123-4567,27,IT,2020-06-20,154488.98538795437
2386,John Doe,alice@email.cm,5551234567,35,Marketing,2020-08-24,80787.66344163875
2387,Alice Johnson,john@email.com,5551234567,49,Finance,2023-02-14,79369.64219060895
2388,Bob Wilson,mike@email.com,(555) 123-4567,35,Marketing,2020-08-27,52689.35366254805
2389,Jane Smith,mike@email.com,+1-555-123-4567,22,IT,2021-01-20,178829.91308429645
2390,Jane Smith,mike@email.com,(555) 123-4567,36,Sales,2024-06-28,
2391,Bob Wilson,bob@email.com,555.123.4567,42,Marketing,2021-07-23,51050.75213862407
2392,John Doe,jane@email.com,+1-555-123-4567,200,IT,2024-12-02,161840.1083362141
2393,Jane Smith,john@email.com,(555) 123-4567,200,Marketing,2020-06-18,60078.43961541075
2394,Mike Brown,jane@email.com,555.123.4567,43,Sales,2024-12-13,23743.189361924553
2395,Bob Wilson,mike@email.com,155512345,34,Finance,2021-02-24,51104.52012723541
2396,Bob Wilson,jane@email.com,155512345,-10,HR,2052-10-21,52608.58822007675
2397,Jane Smith,mike@email.com,+1 555 123 4567,16,Sales,2052-11-09,35340.90030372002
2398,John Doe,mike@email.com,555.123.4567,47,Marketing,2023-05-21,56162.77978314678
2399,Mike Brown,alice@email.com,5551234567,31,Finance,2024-09-03,74324.51682106098
2400,John Doe,alice@email.cm,5551234567,31,HR,2023-03-28,43587.58103232002
2401,Alice Johnson,jane@email.com,5551234567,29,IT,2024-05-30,168203.82760396347
2402,Alice Johnson,john@email.cm,+1 555 123 4567,39,Finance,2020-08-08,63868.041583652615
2403,Jane Smith,jane@email.com,+1-555-123-4567,23,Sales,2020-08-21,5590.445378945227
2404,Jane Smith,john@email.com,+1 555 123 4567,25,Marketing,2022-06-27,63640.04381323884
2405,Jane Smith,jane@email.com,+1 555 123 4567,34,HR,2021-04-18,52696.25420780657
2406,Alice Johnson,bob@email.com,5551234567,120,Finance,2021-04-25,82257.32921495158
2407,John Doe,bob@email.com,+1 555 123 4567,38,HR,2023-11-04,46483.23071505438
2408,John Doe,john@email.com,55512345,29,HR,2023-01-26,55346.63533822885
2409,Jane Smith,alice@email.com,(555) 123-4567,50,Finance,2024-12-16,83455.4783064575
2410,Mike Brown,john@email.com,(555) 123-4567,41,Marketing,2024-09-06,54477.24229031809
2411,John Doe,jane@email.com,(555) 123-4567,41,IT,2022-02-16,138241.40414604393
2412,Alice Johnson,mike@email.c,5551234567,28,Finance,2020-07-11,
2413,Bob Wilson,bob@email.com,5551234567,59,IT,2022-03-30,162434.23721156525
2414,Bob Wilson,mike@email.com,(555) 123-4567,30,HR,2020-11-14,41120.413313693825
2415,Bob Wilson,bob@email.com,+1-555-123-4567,27,HR,2024-08-19,63002.903368011364
2416,Mike Brown,jane@email.com,(555) 123-4567,42,Marketing,2021-03-13,79533.83515922591
2417,Jane Smith,bob@email.com,+1 555 123 4567,36,Finance,2021-09-29,99103.39681153379
2418,Alice Johnson,john@email.com,(555) 123-4567,26,Finance,2020-03-26,83392.80676909944
2419,Mike Brown,mike@email.com,(555) 123-4567,56,Sales,2021-07-15,-17972.301163336087
2420,Alice Johnson,mike@email.c,+1-555-123-4567,44,Marketing,2024-05-19,75577.40084517856
2421,Alice Johnson,jane@email.com,55512,35,Finance,2022-12-03,66191.68990721695
2422,Jane Smith,mike@email.com,5551234567,59,HR,2023-07-11,45526.73059101875
2423,Bob Wilson,jane@email.m,+1 555 123 4567,43,Marketing,2020-09-05,73092.97298783092
2424,Jane Smith,alice@email.com,555123456,34,Sales,2022-02-15,44381.76751904476
2425,Mike Brown,john@email.com,555.123.4567,57,Sales,2020-01-23,38492.95811561102
2426,Mike Brown,bob@email.com,+1 555 123 4567,41,HR,2022-02-02,51381.276673645116
2427,Mike Brown,bob@email.com,5551234567,41,Finance,2020-07-30,91084.30750451812
2428,Jane Smith,bob@email.com,+1-555-123-4567,31,HR,2022-07-18,41154.20180941728
2429,Alice Johnson,alice@email.com,5551234567,35,Sales,2024-03-31,528.8862686546418
2430,Alice Johnson,john@email.coom,5551234567,30,Marketing,2052-11-23,74719.75726571248
2431,John Doe,mike@email.m,+1-555-123-4567,49,Finance,2024-03-12,84838.83658804986
2432,Mike Brown,mike@email.com,(555) 123-4567,18,HR,2052-05-18,38413.46863052857
2433,Alice Johnson,john@email.com,(555) 123-4567,48,Finance,2021-12-02,79280.02896497642
2434,John Doe,john@email.com,5551234567,26,Marketing,2022-10-20,70552.5332586123
2435,Alice Johnson,bob@email.coom,+1 555 123 4567,34,Sales,2021-12-27,30881.41854204129
2436,Mike Brown,mike@email.com,555.123.4567,32,HR,2021-07-30,55025.36513841201
2437,Bob Wilson,john@email.com,+1 555 123 4567,29,Sales,2024-09-11,15641.82755460847
2438,Mike Brown,mike@email.coom,+1 555 123 4567,41,HR,2021-09-16,43213.343671424256
2439,Jane Smith,john@email.com,5551234567,34,Finance,2024-08-13,81756.80801316892
2440,Alice Johnson,jane@email.com,5551234567,28,IT,2022-11-27,173021.40879023867
2441,Alice Johnson,bob@email.com,555.123.4567,36,HR,2022-06-08,57241.9860654427
2442,Jane Smith,john@email.com,555.123.4567,28,HR,2021-01-04,62642.59992610901
2443,Jane Smith,alice@email.cm,555.123.4567,29,Sales,2022-02-14,20420.051661014393
2444,Bob Wilson,john@email.com,5551234567,20,IT,2024-12-28,153897.1813440821
2445,Alice Johnson,jane@email.com,5551234567,30,IT,2052-06-04,175864.98280097582
2446,Alice Johnson,alice@email.com,+1 555 123 4567,39,IT,2024-09-25,165829.73169233257
2447,Bob Wilson,alice@email.com,5551234567,35,IT,2021-03-07,152173.00443587409
2448,John Doe,john@email.com,(555) 123-4567,-10,Marketing,2023-07-16,70613.46586417944
2449,Bob Wilson,jane@email.com,(555) 123-4567,61,Finance,2020-05-02,101178.1108085686
2450,Mike Brown,alice@email.com,555.123.4567,30,HR,2052-05-23,53064.21729159454
2451,Alice Johnson,bob@email.comm,5551234567,26,Finance,2024-09-05,101361.12786237603
2452,Jane Smith,bob@email.com,(555) 123-4567,46,Finance,2021-08-05,72732.25755308993
2453,Mike Brown,mike@email.com,+1 555 123 4567,200,Finance,2020-01-03,69086.89742922549
2454,Alice Johnson,mike@email.com,+1-555-123-4567,46,Finance,2022-05-02,92817.85142689398
2455,Bob Wilson,jane@email.com,+1 555 123 4567,38,Marketing,2052-06-12,61825.22274777944
2456,Mike Brown,alice@email.com,+1-555-123-4567,33,Sales,2022-12-31,34462.444992461664
2457,Alice Johnson,bob@email.com,+1 555 123 4567,-10,Marketing,2020-05-24,
2458,John Doe,bob@email.com,(555) 123-4567,39,HR,2023-12-04,59749.670238527884
2459,John Doe,jane@email.com,5551234567,32,IT,2023-08-01,171312.69760772228
2460,Jane Smith,alice@email.com,+1-555-123-4567,47,Sales,2020-03-12,9199.343575183106
2461,Alice Johnson,jane@email.com,5551234567,21,HR,2023-04-17,34067.85131617023
2462,John Doe,john@email.com,55512345,47,IT,2022-12-02,172819.38315461468
2463,Bob Wilson,bob@email.com,(555) 123-4567,16,Marketing,2023-05-08,70086.3538929378
2464,Alice Johnson,jane@email.com,555.123.4567,36,Finance,2052-07-03,64730.52767297255
2465,Bob Wilson,jane@email.com,555.123.4567,31,HR,2021-02-12,56388.62467740535
2466,Bob Wilson,john@email.com,+1-555-123-4567,19,Finance,2023-06-11,100859.16003932437
2467,John Doe,mike@email.com,(555) 123-4567,14,Finance,2020-12-27,69390.23599263231
2468,Alice Johnson,bob@email.com,5551234567,24,Finance,2024-03-05,50997.056027725266
2469,Mike Brown,jane@email.com,+1 555 123 4567,35,Sales,2023-02-21,31647.450058347644
2470,John Doe,bob@email.com,+1 555 123 4567,28,IT,2020-11-06,177724.2187110769
2471,John Doe,mike@email.com,+1-555-123-4567,24,Finance,2020-06-21,68991.72030753197
2472,Alice Johnson,jane@email.com,+1-555-123-4567,48,HR,2021-04-19,56192.03360597761
2473,Alice Johnson,john@email.com,+1-555-123-4567,22,Sales,2023-05-22,23979.40078516343
2474,Bob Wilson,bob@email.com,(555) 123-4567,41,IT,2022-04-14,
2475,Alice Johnson,john@email.com,+1 555 123 4567,26,HR,2022-04-04,54644.51540329706
2476,Bob Wilson,mike@email.com,(555) 123-4567,23,Sales,2024-05-03,13975.278815129155
2477,John Doe,mike@email.com,5551234,28,Sales,2023-06-22,6783.91019087739
2478,Jane Smith,bob@email.com,555123,41,IT,2022-12-13,169058.40062136218
2479,Mike Brown,mike@email.com,(555) 123-4567,21,Finance,2024-09-23,84021.86919890418
2480,John Doe,alice@email.com,(555) 123-4567,37,HR,2023-01-30,29625.074710324236
2481,Alice Johnson,bob@email.com,5551234567,25,Marketing,2024-02-29,
2482,Mike Brown,alice@email.com,555.123.4567,27,Finance,2021-06-19,69916.97664174916
2483,Jane Smith,mike@email.com,5551234567,39,Marketing,2021-07-27,69724.30750999699
2484,Jane Smith,bob@email.com,15551,56,HR,2024-12-29,37819.20545523575
2485,Bob Wilson,alice@email.com,555.123.4567,25,Marketing,2021-09-02,62123.37518144913
2486,Mike Brown,mike@email.com,+1 555 123 4567,42,Marketing,2022-03-18,82439.01027963881
2487,Bob Wilson,jane@email.com,(555) 123-4567,31,IT,2020-06-05,165667.94968322112
2488,John Doe,jane@email.com,555.123.4567,30,IT,2052-04-21,166290.90399307702
2489,Mike Brown,john@email.com,+1 555 123 4567,45,IT,2021-04-03,164389.9366506575
2490,John Doe,jane@email.com,5551234567,26,Marketing,2023-07-19,73838.48820691412
2491,Bob Wilson,alice@email.com,5551234567,23,Marketing,2021-02-20,65375.613974286345
2492,Mike Brown,jane@email.com,155512,39,Sales,2020-11-15,17361.200488334343
2493,Bob Wilson,bob@email.com,+1-555-123-4567,50,Sales,2023-07-02,
2494,Mike Brown,bob@email.com,555.123.4567,42,IT,2024-08-01,178257.52213500935
2495,Bob Wilson,bob@email.com,(555) 123-4567,20,Sales,2023-03-26,24824.723324064722
2496,Jane Smith,jane@email.com,5551234567,28,Finance,2023-08-21,80862.16801319298
2497,Bob Wilson,jane@email.com,555.123.4567,200,Sales,2023-02-06,34131.149609116546
2498,Jane Smith,john@email.com,555.123.4567,50,Sales,2020-03-28,13733.901495280805
2499,Bob Wilson,mike@email.com,555.123.4567,37,Finance,2021-12-06,31969.126433958634
2500,Mike Brown,john@email.com,+1-555-123-4567,29,Finance,2020-01-05,86716.08973653399
2501,Mike Brown,alice@email.com,5551234567,51,HR,2021-12-28,53488.65592631021
2502,Mike Brown,bob@email.com,+1-555-123-4567,34,Marketing,2023-12-31,59399.981195018474
2503,Alice Johnson,jane@email.com,+1-555-123-4567,28,Marketing,2024-04-28,62579.37288565856
2504,John Doe,mike@email.com,555.123.4567,27,IT,2023-06-16,177579.51258081832
2505,Mike Brown,mike@email.com,+1 555 123 4567,23,HR,2023-03-04,53631.485833211766
2506,Jane Smith,jane@email.com,+1 555 123 4567,63,HR,2022-09-17,61797.316744679265
2507,Mike Brown,john@email.com,+1 555 123 4567,49,HR,2021-05-26,52148.469855923126
2508,Alice Johnson,mike@email.com,555.123.4567,28,HR,2021-08-04,48770.66755307843
2509,Jane Smith,john@email.com,(555) 123-4567,52,Sales,2022-04-16,28493.55413112157
2510,Alice Johnson,jane@email.com,5551234567,40,HR,2021-08-13,52944.992035440635
2511,Jane Smith,john@email.com,555.123.4567,200,IT,2021-02-14,169387.615657867
2512,Bob Wilson,bob@email.com,555.123.4567,27,Marketing,2024-06-22,62927.37417911639
2513,John Doe,jane@email.com,+1-555-123-4567,29,HR,2021-07-19,45424.19162814594
2514,John Doe,jane@email.com,155512,34,Marketing,2052-12-17,60190.84995570875
2515,Alice Johnson,mike@email.com,555.123.4567,15,Finance,2021-01-16,87799.02887430732
2516,John Doe,mike@email.cm,(555) 123-4567,30,IT,2022-03-01,171494.8591571388
2517,Alice Johnson,mike@email.com,5551234567,5,Finance,2023-04-24,40570.46940600847
2518,Alice Johnson,bob@email.com,555123,48,HR,2024-08-07,44137.67906744008
2519,Alice Johnson,bob@email.com,555.123.4567,5,Sales,2024-07-10,913.2756955730983
2520,John Doe,alice@email.cm,555.123.4567,43,Sales,2024-06-10,14020.350072064637
2521,Alice Johnson,jane@email.com,+1-555-123-4567,14,IT,2023-08-18,158967.07025021903
2522,John Doe,mike@email.com,555123456,46,HR,2021-09-06,51184.995119787876
2523,Alice Johnson,jane@email.com,+1-555-123-4567,25,HR,2023-08-19,51487.387151997355
2524,Mike Brown,john@email.com,(555) 123-4567,36,HR,2024-02-09,67043.02832829658
2525,Alice Johnson,bob@email.com,+1 555 123 4567,39,HR,2020-11-10,52982.9782706244
2526,Jane Smith,alice@email.com,155512345,37,IT,2024-06-26,171385.26899270376
2527,Alice Johnson,john@email.com,(555) 123-4567,33,IT,2023-12-23,150780.98364968723
2528,Bob Wilson,jane@email.com,+1-555-123-4567,22,IT,2020-12-31,161652.0666117877
2529,Alice Johnson,bob@email.com,+1 555 123 4567,26,Sales,2022-12-21,7000.209661051673
2530,Jane Smith,mike@email.com,555.123.4567,44,HR,2022-04-01,54788.45432629311
2531,Jane Smith,john@email.com,5551234567,29,Finance,2020-05-04,80782.07519406236
2532,John Doe,bob@email.com,+1-555-123-4567,33,Marketing,2022-08-28,
2533,Mike Brown,jane@email.com,5551234,20,IT,2023-10-25,174564.43934173457
2534,Alice Johnson,jane@email.com,5551234567,43,IT,2021-10-14,162307.09311711768
2535,John Doe,john@email.com,5551234567,21,Sales,2023-07-15,36007.58325408175
2536,Mike Brown,john@email.com,555.123.4567,44,Sales,2024-03-17,35847.77470755529
2537,Alice Johnson,john@email.com,+1-555-123-4567,24,Marketing,2020-02-11,59279.13048016542
2538,Bob Wilson,alice@email.com,5551234567,45,Sales,2023-04-20,33361.879041929635
2539,Alice Johnson,mike@email.com,+1-555-123-4567,35,IT,2022-10-31,166126.87653546172
2540,Jane Smith,bob@email.com,555.123.4567,29,HR,2020-08-27,46847.60252608205
2541,Jane Smith,jane@email.com,(555) 123-4567,51,HR,2021-01-03,53158.5246375588
2542,Bob Wilson,jane@email.m,5551234567,34,Sales,2024-06-01,955.368367735784
2543,John Doe,mike@email.com,5551234567,31,Marketing,2021-02-09,60158.804677682325
2544,Mike Brown,john@email.com,5551234567,44,HR,2020-07-31,53342.302506521846
2545,Alice Johnson,john@email.com,+1-555-123-4567,20,IT,2020-04-18,162056.75466467525
2546,Jane Smith,jane@email.com,5551234567,9,HR,2020-06-25,58625.087441206895
2547,John Doe,mike@email.com,+1-555-123-4567,46,Marketing,2020-02-06,61417.392185841214
2548,Bob Wilson,jane@email.com,+1 555 123 4567,-10,Sales,2052-12-25,21457.683036867107
2549,Jane Smith,john@email.com,+1 555 123 4567,43,Finance,2024-09-08,78195.43055011488
2550,Bob Wilson,bob@email.com,+1-555-123-4567,35,HR,2021-07-23,37776.46460607824
2551,Alice Johnson,john@email.com,+1 555 123 4567,23,IT,2052-08-18,168923.80017520508
2552,Mike Brown,bob@email.com,555.123.4567,41,Marketing,2022-08-19,67854.44753410803
2553,Jane Smith,alice@email.com,555.123.4567,30,HR,2022-09-13,34538.26935662493
2554,Jane Smith,mike@email.com,15551,24,Finance,2020-06-09,42953.50517738787
2555,Alice Johnson,alice@email.com,555123,24,Sales,2052-06-04,14558.057016567669
2556,John Doe,john@email.com,+1-555-123-4567,17,HR,2052-01-18,59844.76856028574
2557,Mike Brown,mike@email.com,+1 555 123 4567,39,Marketing,2023-05-07,89465.04746978437
2558,Jane Smith,john@email.com,+1-555-123-4567,25,HR,2020-02-06,35433.06989440588
2559,Mike Brown,mike@email.comm,+1 555 123 4567,34,Sales,2024-09-09,39507.20934594626
2560,Jane Smith,mike@email.com,555.123.4567,33,Marketing,2021-07-01,75453.7927870088
2561,Mike Brown,john@email.com,(555) 123-4567,25,Finance,2024-12-23,
2562,Bob Wilson,john@email.com,+1-555-123-4567,19,IT,2023-08-03,183831.8579363492
2563,Jane Smith,mike@email.com,(555) 123-4567,60,Sales,2023-12-18,25598.48002338348
2564,Mike Brown,mike@email.com,555.123.4567,34,HR,2021-03-13,48180.24524309959
2565,John Doe,john@email.cam,5551234567,53,Finance,2021-12-10,53293.281456880904
2566,Bob Wilson,john@email.com,5551234567,46,Marketing,2024-11-16,65918.75820168092
2567,Bob Wilson,jane@email.com,+1-555-123-4567,31,Marketing,2052-07-13,65372.668967424484
2568,John Doe,jane@email.com,5551234,36,Marketing,2022-08-07,85149.23560575001
2569,Mike Brown,jane@email.com,+1-555-123-4567,36,HR,2020-08-12,42433.11258614988
2570,Alice Johnson,alice@email.com,+1-555-123-4567,53,Sales,2022-04-11,9366.877150462542
2571,John Doe,mike@email.com,+1-555-123-4567,43,Finance,2021-11-24,72339.98493951219
2572,Mike Brown,bob@email.com,(555) 123-4567,26,Marketing,2024-05-19,88905.80831893426
2573,John Doe,alice@email.com,+1 555 123 4567,38,IT,2024-06-26,153495.0103571576
2574,John Doe,mike@email.com,555.123.4567,43,Sales,2021-03-05,35697.282507332566
2575,Jane Smith,bob@email.com,55512,23,Finance,2020-06-18,56633.167155336036
2576,Mike Brown,jane@email.com,+1 555 123 4567,39,Finance,2023-10-25,86474.77606944027
2577,Alice Johnson,bob@email.com,+1-555-123-4567,48,Marketing,2021-09-15,65883.92544775824
2578,Jane Smith,john@email.com,5551234567,26,IT,2024-11-06,158002.68158023723
2579,John Doe,john@email.com,(555) 123-4567,27,Marketing,2020-04-02,71460.62327327744
2580,John Doe,mike@email.com,555.123.4567,46,Sales,2024-05-29,10394.819215442616
2581,John Doe,alice@email.c,555.123.4567,31,HR,2024-02-08,37078.661233305276
